prefix,paramfile,duplication rate,loss rate,p,qratio,r,outgroup,q1,q2,q3,sco,lsd,lsdonly,replicate
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 128
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 129
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, False, False, 130
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, True, True, 131
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.17, 0.33, 0.5,False, False, False, 132
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0.25, 0.25,False, True, False, 133
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 134
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 135
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 136
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 137
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, False, False, 138
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0, 0.5,False, False, False, 139
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, True, True, 140
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 141
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.38, 0.31, 0.31,False, True, False, 142
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0.25, 0.25,False, True, False, 143
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,False, False, False, 144
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 145
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 146
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 147
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 148
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 149
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 150
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 151
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 152
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 153
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 154
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 155
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 156
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, True, False, 157
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 158
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 159
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,False, False, True, 160
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 161
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 162
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 163
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.78, 0.11, 0.11,False, False, False, 164
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 165
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 166
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 167
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 168
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,False, True, True, 169
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 170
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 171
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, True, True, 172
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, True, True, 173
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0.25, 0.25,False, False, False, 174
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 175
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 176
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 177
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, True, True, 178
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 179
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 180
